mukey,n
355295,3
355296,1
355297,5
355298,3
355299,1
355300,3
355301,4
355302,27
355305,6
355309,269
355310,233
355311,240
355312,38
355313,9
355314,16
355315,24
355316,28
355317,22
355318,6
355319,104
355321,20
355322,22
355323,302
355324,486
355325,62
355326,4
355328,21
355329,34
355330,4
355331,654
355332,616
355333,52
355334,88
355335,480
355336,72
355337,49
355338,97
355339,12
355341,40
355342,51
355343,2
355344,7
355345,20
355346,59
355347,34
355348,14
355349,3
355350,486
355351,109
355353,42
355354,6
355357,12
355359,65
355363,157
355364,39
355365,17
355366,65
355367,82
355368,2
355369,30
355370,20
355371,3
355372,18
355373,1
355374,37
355375,27
355376,1
355377,22
355378,6
355379,40
355380,63
355381,22
355382,49
355383,83
355384,23
355385,9
355386,591
355387,463
355388,418
355389,345
355390,513
355391,323
355392,443
355393,7
355394,78
355395,48
355396,26
355397,116
355398,78
355399,16
355400,13
355401,232
355402,110
355404,247
355405,25
355406,14
355407,18
355408,57
355409,115
355410,52
355411,86
355412,25
355413,7
355415,4
355417,4
355418,2
355423,1
355428,4
355430,7
355431,2
355432,9
355434,1
355436,3
355437,1
355438,19
355441,5
355442,6
355443,1
355444,5
355448,9
355450,1
355452,2
355453,1
355454,13
355455,4
355457,4
355458,1
355462,5
355464,11
355465,6
355469,1
355471,5
355477,2
355482,59
355483,26
355484,120
355485,45
355486,39
355487,28
355488,11
355489,12
355490,10
355491,5
355492,11
355493,73
355494,31
355495,13
355496,7
355497,550
355498,5
355500,9
355501,10
355502,20
355503,54
355504,266
355505,887
355506,253
355507,980
355508,3
355509,5
355510,71
355511,82
355512,6
355513,13
355514,33
355515,50
355516,21
355517,18
355518,8
355519,12
355520,5
355521,57
355524,280
355525,438
355526,10
355527,38
355528,20
355529,9
355533,1
355534,9
355535,1
355536,5
355537,318
355540,40
355541,18
355542,4
355545,18
355546,5
355547,2
355548,7
355549,11
355550,53
355551,143
355552,23
355553,5
355554,18
355555,53
355556,9
355558,27
355559,13
355560,69
355561,6
355562,2
355563,8
355565,140
355566,2
355567,15
355568,10
355571,49
355572,84
355574,84
355575,6
355577,28
355578,35
355580,53
355581,35
355582,6
355583,5
355584,23
355585,113
355586,6
355594,23
355595,4
355598,24
355602,17
355603,129
355604,12
355605,7
355606,14
355607,2
355611,87
355612,4
355615,1
355617,3
355620,5
355622,12
355623,1
355624,6
355625,32
355627,39
355709,70
355710,1
355711,2
355717,4
355724,1
355725,35
355726,1
355730,1
355731,1
355733,1
355739,8
355742,1
355744,1
355745,6
355753,2
355756,1
355757,8
355758,4
355772,5
355773,1
355775,16
355776,28
355777,18
355780,1
355787,5
355789,1
355790,11
355791,2
355797,1
355803,1
355809,4
355823,20
355827,1
355828,10
355830,3
355833,2
355834,4
355836,19
355837,60
355840,6
355844,21
355846,26
355847,2
355850,5
355851,7
355852,8
355853,32
355854,18
355856,1
355860,6
355861,24
355862,4
355863,3
355868,63
355869,2
355870,13
355871,225
355872,31
355873,203
355874,45
355875,3
355876,45
355877,57
355882,11
355883,17
355884,47
355889,25
355892,2
355894,2
355895,2
355900,1
355901,2
355902,13
355904,33
355905,23
355907,3
355910,1
356134,54
356135,16
356136,54
356137,9
356138,7
356139,1
356141,1
356142,26
356143,6
356145,4
356147,51
356148,122
356152,167
356154,11
356155,5
356157,1
356158,3
356159,46
356160,81
356161,8
356162,28
356163,10
356164,3
356165,160
356166,12
356167,6
356168,2
356169,5
356171,1
356172,46
356176,48
356177,14
356178,7
356179,3
356180,13
356183,1
356184,1
356185,1
356186,8
356187,1
356188,26
356192,50
356193,378
356194,14
356195,367
356196,332
356197,51
356199,269
356200,119
356201,15
356205,3
356206,2
356207,2
356208,1
356209,4
356210,50
356211,65
356212,86
356213,195
356214,12
356215,39
356216,10
356217,17
356218,1
356222,4
356223,32
356225,79
356226,14
356227,8
356228,6
356232,9
356397,7
356398,1
356399,5
356400,7
356401,9
356402,2
356403,3
356404,28
356405,84
356406,29
356407,25
356408,25
356409,36
356410,50
356411,13
356412,5
356413,338
356414,78
356415,292
356416,1
356417,13
356418,6
356419,12
356420,2
356421,20
356422,19
356423,43
356424,32
356425,10
356426,13
356427,88
356428,25
356429,14
356430,119
356431,9
356432,10
356433,6
356434,29
356435,78
356436,48
356437,31
356438,5
356439,1
356440,55
356441,46
356442,106
356443,34
356444,126
356445,15
356446,262
356447,176
356448,73
356449,55
356450,2
356451,64
356452,28
356453,59
356455,49
356456,173
356457,8
356458,1
356459,21
356460,2
356461,58
356462,27
356463,17
356464,9
356561,114
356562,293
356563,20
356564,19
356565,3
356572,31
356573,30
356582,31
356583,32
356584,5
356585,18
356586,26
356587,18
356588,9
356589,18
356592,58
356603,8
356605,22
356611,35
356613,47
356614,29
356637,64
356638,5
356639,57
356640,55
356641,16
356642,209
356643,43
356644,49
356645,8
356646,10
356652,4
356653,34
356654,18
356655,114
356657,12
356658,4
356659,220
356660,133
356661,39
356662,53
356673,4
356675,26
356676,2
356677,13
356694,63
356695,44
356696,1
356709,57
356710,233
356712,32
356713,4
356714,3
356717,2
356731,32
356732,20
356733,3
356738,84
356923,6
356932,5
356933,3
356934,15
356935,8
356936,190
356937,54
356938,16
356939,1
356943,22
356945,400
356952,4
356953,162
356956,8
356957,144
356959,43
356962,68
356963,53
356964,10
356966,12
356967,82
356968,13
356969,37
356970,2
356974,16
356976,18
356981,25
356982,6
356985,154
356989,1
356992,19
356993,2
356994,11
356995,10
357000,181
357009,10
357015,6
357016,15
357017,25
357018,823
357022,498
357023,182
357024,8
357026,31
357030,74
357101,9
357108,3
357114,4
357118,1
357122,1
357125,2
357129,1
357130,6
357135,1
357137,14
357138,1
357140,3
357142,7
357144,6
357146,22
357148,19
357150,1
357153,1
357154,1
357158,4
357162,6
357164,4
357174,3
357175,2
357178,1
357179,1
357183,3
357186,1
357188,1
357194,5
357195,9
357196,30
357200,41
357201,215
357203,22
357212,1
357215,40
357218,14
357227,99
357228,92
357236,243
357237,187
357238,65
357244,166
357245,33
357246,45
357247,7
357248,9
357250,3
357251,5
357252,26
357259,1
357260,3
357265,6
357266,13
357267,13
357274,279
357275,46
357280,27
357281,73
357282,16
357283,3
357284,3
357341,2
357342,138
357343,133
357344,144
357347,37
357348,15
357352,7
357353,1
357354,299
357355,5
357356,7
357359,8
357360,3
357361,9
357363,74
357364,5
357366,18
357367,33
357368,2
357374,11
357375,4
357376,13
357377,5
357378,66
357379,52
357381,8
357382,27
357383,251
357384,91
357385,43
357386,83
357387,107
357388,35
357390,3
357391,4
357392,6
357393,5
357397,13
357404,5
357408,1
357409,4
357411,17
357412,22
357413,6
357418,5
357424,1
357425,1
357432,37
357433,16
357444,5
357446,2
357454,7
357463,117
357466,30
357467,6
357468,57
357469,28
357470,20
357471,1
357700,1
357726,1
394764,3
394766,2
394768,12
394770,2
394774,37
394777,1
394779,12
394781,4
394782,27
394785,9
394786,5
394787,52
394789,2
394790,126
394794,7
394798,1
394800,4
394803,4
394804,9
394805,12
394807,1
394809,51
394812,1
394813,1
394816,1
394817,36
394818,5
394820,27
394822,2
394824,2
394827,2
394829,2
394831,1
394833,5
394845,1
394849,3
394854,6
394855,26
394856,2
394858,2
394860,5
394863,1
394866,8
394869,27
394870,6
394871,23
394873,124
394874,16
394877,1
394878,3
394879,22
394880,1
394881,7
394882,1
394883,2
394884,11
394885,3
394886,12
394887,102
394888,190
394891,1
394892,63
394898,12
394899,6
394900,25
394901,44
394903,54
394906,2
394913,5
394914,18
394918,63
394920,41
394921,15
394922,4
394939,1
394952,2
395146,1
395154,1
395223,1
395235,1
395304,1
395332,5
395372,1158
395374,772
395376,217
395520,3
395649,1
395650,2
395727,1
395784,1
395790,15
395791,3
395795,1
395808,6
395812,1
395850,1
395852,1
395854,1
395863,2
395868,1
395883,1
395884,4
395900,6
395901,1
395902,7
395904,1
395905,10
395906,15
395907,2
395908,1
395909,5
395910,8
395911,6
395912,4
395914,2
395915,2
395916,1
395918,2
395920,2
395922,1
395923,2
395925,7
395926,7
395929,27
395930,7
395931,2
395932,1
395939,37
395940,2
395941,1
395942,3
395943,2
395944,11
395945,3
395947,12
395948,12
395949,1
395950,22
395951,8
395952,7
395954,1
395955,5
395956,17
395958,3
395959,9
395960,2
395961,50
395965,1
395966,7
395970,1
395971,22
395972,5
395973,15
395974,58
395975,8
395976,4
396054,6
396055,30
396056,32
396057,27
396058,5
396059,33
396060,68
396061,61
396062,119
396064,348
396065,88
396066,84
396067,19
396068,8
396069,286
396070,34
396071,28
396072,175
396073,97
396074,40
396075,71
396076,93
396077,14
396078,27
396079,4
396080,174
396081,23
396082,6
396084,7
396085,120
396086,15
396087,122
396088,35
396089,20
396090,4
396091,19
396092,83
396093,22
396094,26
396095,52
396096,22
396097,18
396098,15
396099,3
396100,187
396101,287
396102,355
396103,470
396104,180
396105,209
396106,125
396107,154
396108,447
396109,1
396110,91
396111,6
396112,91
396113,178
396114,11
396116,177
396117,29
396118,395
396119,96
396120,13
396121,39
396122,14
396123,59
396124,58
396125,56
396126,4
396127,62
396128,174
396129,51
396130,5
396131,403
396132,854
396133,421
396134,272
396135,49
396136,28
396138,44
396139,277
396140,21
396141,2
396142,72
396143,78
396144,106
396145,39
396146,130
396148,38
396149,75
396150,131
396151,7
396152,329
396153,736
396154,41
396155,34
396156,333
396157,534
396158,139
396159,71
396160,5
396161,432
396162,102
396163,44
396164,27
396165,25
396166,50
396167,70
396168,456
396169,567
396170,619
396171,84
396172,135
396173,2
396174,99
396175,16
396176,5
396177,17
396178,57
396179,84
396180,8
396181,3
396183,33
396184,112
396185,19
396186,27
396187,12
396188,76
396189,31
396190,18
396191,4
396192,52
396193,30
396195,225
396196,99
396197,26
396198,30
396199,9
396200,68
396201,31
396202,20
396210,250
396211,13
396212,12
396213,18
396214,12
396215,24
396216,5
396217,44
396218,43
396219,1
396220,51
396221,79
396222,15
396223,20
396224,41
396225,62
396226,17
396227,80
396228,13
396229,181
396230,16
396231,328
396232,31
396233,19
396234,13
396235,20
396236,20
396237,24
396238,2
396239,58
396240,67
396241,39
396242,125
396244,3
396247,19
396249,10
396250,420
396251,114
396252,34
396258,5
396259,14
396260,17
396261,2
396262,84
396263,31
396264,25
396265,16
396266,14
396267,13
396268,89
396269,36
396270,39
396271,109
396272,20
396273,133
396274,78
396275,72
396276,20
396277,57
396278,18
396279,96
396280,34
396281,13
396282,16
396283,18
396284,65
396285,70
396286,69
396287,46
396288,149
396289,43
396290,41
396291,266
396293,102
396295,46
396296,29
396297,1
396298,74
396299,10
396302,3
396303,33
396304,4
396305,10
396306,25
396307,42
396308,38
396309,1051
396310,14
396311,3
396312,165
396313,60
396314,28
396315,86
396316,49
396317,5
396318,106
396319,104
396320,32
396321,1
396323,122
396324,49
396325,15
396326,121
396327,45
396328,29
396329,14
396330,16
396331,48
396332,2
396333,1
396338,1
396344,1
396345,1
396349,3
396350,1
396352,1
396359,1
396362,1
396365,4
396367,1
396369,2
396370,1
396372,1
396373,1
396374,1
396387,1
396389,3
396392,2
396393,2
396395,17
396396,6
396397,3
396398,3
396399,26
396402,9
396404,2
396405,158
396406,45
396407,191
396408,20
396409,445
396410,11
396411,5
396412,11
396413,24
396414,6
396415,36
396416,14
396417,15
396419,174
396420,4
396421,4
396422,7
396423,1
396424,164
396426,3
396427,9
396428,11
396429,114
396430,48
396431,33
396432,87
396433,6
396434,23
396435,10
396436,14
396437,8
396438,18
396439,688
396440,155
396441,40
396442,179
396443,14
396445,12
396446,25
396447,242
396448,259
396449,1
396450,30
396451,20
396457,4
396458,7
396459,2
396460,179
396461,8
396462,15
396463,2
396464,1
396465,6
396466,19
396468,5
396469,54
396471,14
396473,25
396475,19
396477,11
396479,10
396480,1
396482,11
396483,8
396484,4
396485,3
396487,6
396488,15
396489,30
396490,67
396492,23
396493,21
396496,85
396497,6
396498,11
396499,8
396500,20
396501,3
396504,40
396505,25
396506,145
396507,12
396508,17
396509,11
396510,4
396512,10
396513,18
396514,174
396515,36
396516,99
396517,94
396518,3
396519,6
396520,18
396521,86
396522,37
396523,26
396524,182
396525,8
396526,4
396527,189
396528,39
396529,19
396530,16
396531,189
396532,108
396533,12
396534,54
396535,11
396536,9
396537,21
396538,4
396539,4
396542,4
396543,2
396544,12
396545,10
396546,100
396547,14
396548,47
396549,4
396550,33
396551,44
396552,91
396553,13
396554,7
396555,1
396556,1
396557,192
396558,69
396559,7
396560,4
396561,37
396562,4
396563,1
396564,3
396565,33
396566,12
396567,180
396568,1
396569,34
396570,2
396571,10
396572,7
396573,368
396574,267
396575,71
396576,31
396577,18
396578,11
396579,8
396580,7
396581,3
396582,173
396583,22
396584,47
396585,3
396586,28
396587,47
396588,6
396589,166
396591,2
396592,1
396593,1
396594,3
396595,29
396596,18
396597,170
396598,23
396599,22
396600,14
396601,5
396602,35
396762,5
396763,19
396764,37
396766,1
396769,4
396770,103
396771,19
396772,14
396773,16
396774,5
396775,17
396776,58
396777,59
396778,196
396779,2
396781,37
396782,11
396783,7
396786,6
396787,54
396788,1
396789,2
396791,20
396793,1
396796,18
396797,31
396798,3
396799,19
396800,1
396801,14
396802,52
396803,60
396804,59
396805,1
396806,22
396807,53
396808,183
396810,61
396811,50
396812,17
396813,5
396814,137
396815,66
396816,59
396817,4
396818,4
396819,19
396820,100
396821,5
396822,18
396823,5
396824,6
396825,43
396826,3
396827,36
396828,119
396829,37
396830,331
396831,90
396832,83
396833,35
396835,13
396836,62
396837,42
396838,8
396839,2
396843,92
396844,116
396845,104
396846,220
396847,343
396848,17
396849,23
396851,3
396853,122
396854,41
396855,286
396856,235
396857,6
396858,8
396859,46
396860,96
396861,23
396862,54
396863,86
396864,8
396865,1
396867,3
396868,1
396870,19
396871,4
396872,3
396874,39
396875,19
396876,1
396877,101
396878,21
396880,17
396881,9
396882,30
396883,19
396884,5
396885,33
396886,34
396887,9
396888,33
396894,8
396895,2
396896,3
396897,9
396898,1
396902,5
396903,8
396904,2
396906,29
396907,31
396908,19
396909,23
396910,8
396911,9
396912,32
396913,17
397072,374
397073,770
397074,20
397075,68
397076,561
397079,81
397080,105
397082,302
397083,238
397084,290
397085,62
397086,36
397087,299
397088,247
397089,23
397090,201
397091,35
397092,256
397093,37
397094,857
397095,418
397096,255
397097,21
397098,24
397099,14
397100,14
397101,389
397102,43
397103,86
397104,19
397105,30
397106,73
397107,126
397108,50
397109,99
397110,132
397111,22
397112,41
397113,451
397114,31
397115,17
397116,14
397117,27
397118,75
397119,146
397120,267
397121,301
397122,404
397123,18
397124,88
397125,17
397126,136
397127,125
397128,10
397129,358
397130,219
397131,31
397133,51
397134,17
397135,391
397136,200
397137,41
397244,60
397245,14
397246,23
397250,31
397251,683
397252,442
397255,2
397256,3
397257,247
397258,6
397259,153
397260,13
397263,31
397264,16
397265,9
397266,2
397269,32
397270,45
397271,7
397272,9
397273,12
397274,8
397275,33
397276,487
397277,54
397278,42
397280,56
397281,115
397282,77
397283,244
397284,11
397285,31
397286,9
397287,8
397288,33
397289,89
397291,4
397292,4
397293,9
397294,26
397295,4
397296,163
397297,14
397298,11
397299,11
397303,62
397305,24
397307,19
397309,13
397310,3
397312,2
397313,4
397314,28
397315,255
397316,26
397317,31
397318,11
397319,6
397320,17
397321,146
397326,40
397327,28
397328,9
397329,23
397330,15
397331,109
397332,3
397333,202
397334,316
397336,101
397338,38
397339,67
397340,7
397343,386
397344,330
397345,16
397346,19
397347,2
397349,6
397401,2
397402,1
397403,13
397404,89
397405,2
397406,3
397407,3
397408,3
397409,17
397410,8
397411,2
397412,42
397413,5
397414,4
397415,24
397416,22
397417,44
397418,9
397419,4
397422,45
397423,4
397424,49
397425,29
397426,12
397427,3
397428,1
397429,1
397430,1
397433,1
397435,1
397438,3
397441,3
397442,2
397443,4
397444,2
397445,105
397447,283
397448,42
397452,11
397453,11
397460,158
397461,3
397462,17
397464,8
397465,7
397466,20
397467,3
397468,1
397469,1
397470,3
397471,301
397473,9
397475,2
397476,12
397477,5
397478,1
397479,6
397481,2
397482,1
397483,15
397484,26
397485,1
397486,19
397487,30
397488,12
397490,176
397491,11
397492,8
397493,378
397494,54
397496,237
397497,5
397498,273
397499,7
397500,120
397501,3
397502,1
397503,22
397504,11
397505,3
397506,88
397507,19
397508,13
397509,3
397510,2
397512,2
397513,60
397514,6
397516,75
397517,35
397519,14
397520,45
397521,31
397522,8
397523,62
397524,66
397525,90
397526,21
397527,20
397528,7
397529,9
397530,26
397531,18
397532,4
397533,17
397534,4
397537,22
397538,34
397539,34
397540,126
397541,4
397542,84
397543,55
397544,9
397546,48
397548,40
397549,18
397550,2
397551,1
397552,1
397553,1
397554,91
397555,50
397556,4
397557,2
397558,17
397560,19
397561,35
397562,8
397563,9
397564,1
397565,20
397566,25
397567,73
397568,60
397569,23
397570,225
397571,217
397573,7
397574,4
397575,2
397576,231
397577,89
397578,290
397579,22
397580,71
397581,14
397582,5
397583,2
397584,3
397585,140
397590,4
397591,4
397592,3
397593,11
397594,3
397597,1
397601,7
397602,1
397609,13
397610,1
397611,5
397612,12
397613,2
397621,6
397622,1
397624,1
397627,14
397628,2
397629,1
397630,1
397636,3
397638,4
397639,1
397642,2
397645,6
397646,1
397648,5
397652,7
397653,14
397655,22
397657,5
397659,16
397660,2
397661,6
397663,8
397664,3
397665,5
397666,2
397667,3
397668,2
397669,1
397670,2
397673,2
397674,2
397677,3
397678,1
397679,1
397681,15
397687,1
397688,3
397689,4
397691,10
397692,7
397693,1
397694,2
397695,3
397696,6
397701,7
397702,2
397703,2
397704,6
397708,12
397710,7
397711,1
397713,1
397714,2
397716,14
397720,6
397721,12
397726,1
397732,2
397735,8
397736,8
397737,1
397740,8
397741,2
397742,7
397743,9
397744,1
397745,20
397746,1
397754,5
397758,5
397759,3
397761,13
397762,4
397763,2
397764,4
397765,1
397766,1
397768,5
397769,2
397772,1
397773,2
397781,1
397783,2
397784,2
397785,1
397787,591
397788,276
397789,20
397790,14
397791,14
397792,80
397793,16
397794,13
397795,46
397796,85
397797,305
397798,58
397799,25
397800,63
397801,25
397802,86
397805,41
397806,93
397808,83
397809,130
397810,40
397811,30
397812,69
397813,14
397814,89
397815,42
397816,74
397817,19
